show_id,person_id,character_name,role
tt0472027,nm0316079,John Adams,actor
tt0472027,nm0001473,Abigail Adams,actress
tt0472027,nm0234440,Benjamin Rush,actor
tt0472027,nm0226820,Thomas Jefferson,actor
tt0472027,nm0001631,Abigail Adams Smith,actress
tt0472027,nm1154650,Thomas Adams,actor
tt0472027,nm0001556,George Washington,actor
tt0472027,nm0778831,Colonel William Smith,actor
tt0472027,nm0396812,Samuel Adams,actor
tt0472027,nm0609114,John Quincy Adams,actor
tt0279077,nm0594659,Naota Nandaba,actress
tt0279077,nm0794027,Haruko Haruhara,actress
tt0279077,nm0440374,Mamimi Samejima,actress
tt0279077,nm0559618,Kamon Nandaba,actor
tt0279077,nm0411696,Shigekuni Nandaba,actor
tt0279077,nm1523588,Eri Ninamori,actress
tt0279077,nm1501450,Masashi Masamune,actor
tt0279077,nm7271268,Gaku Manabe,actor
tt0279077,nm1217490,Amarao,actor
tt0279077,nm0157115,Kiturubami,actress
tt0871427,nm0000310,President John Sheridan,actor
tt0871427,nm0001712,Colonel Elizabeth Lochley,actress
tt0871427,nm0940974,Galen,actor
tt0871427,nm0769154,Father Cassidy,actor
tt0871427,nm0708873,Simon Burke,actor
tt0871427,nm0532857,Prince Regent Dius Vintari,actor
tt0871427,nm0745186,Ms. Chambers,actress
tt0871427,nm0998268,Guard,actor
tt0871427,nm0912714,Minbari,actress
tt0871427,nm0441537,G'Kar,actor
tt0910812,nm0221046,DG,actress
tt0910812,nm0001086,Glitch,actor
tt0910812,nm0568180,Wyatt Cain,actor
tt0910812,nm0005370,Azkadellia,actress
tt0910812,nm0874232,Raw,actor
tt0910812,nm0719678,Zero,actor
tt0910812,nm0000377,Mystic Man,actor
tt0910812,nm0542558,Toto,actor
tt0910812,nm0303442,Lavender Eyes,actress
tt0910812,nm0926471,Ahamo,actor
tt0409572,nm1954728,Old Indian,actor
tt0409572,nm0065942,Margaret Light Shines Wheeler,actress
tt0409572,nm0083655,Older Dog Star,actor
tt0409572,nm0856012,Older Jacob Wheeler,actor
tt0409572,nm1913412,Artillery Major,actor
tt0409572,nm0138371,Thunder Heart Woman,actress
tt0409572,nm0160637,Jacob Wheeler Jr.,actor
tt0409572,nm0000337,Clara Wheeler,actress
tt0409572,nm0565647,Running Fox,actor
tt0409572,nm0869721,Older Thunder Heart Woman,actress
tt0387736,nm0112871,John Crichton,actor
tt0387736,nm0085227,Aeryn Sun,actress
tt0387736,nm0799402,Ka D'Argo,actor
tt0387736,nm0249319,Chiana,actress
tt0387736,nm0701460,Harvey,actor
tt0387736,nm0384584,Sikozu Svala Shanti Sugaysi Shanu,actress
tt0387736,nm0415513,Utu-Noranti Pralatong,actress
tt0387736,nm0323822,Stark,actor
tt0387736,nm0570695,Joolushko Tunai Fenta Hovalis,actress
tt0387736,nm0291401,Capt. Meeklo Braca,actor
tt0233044,nm0000667,Cyrus Crabb,actor
tt0233044,nm0139772,Marion Waldo,actress
tt0233044,nm0141697,Mayor Waldo,actor
tt0233044,nm0000481,Rosemary Waldo,actress
tt0233044,nm0500739,Karl Scott,actor
tt0233044,nm0589505,David Scott,actor
tt0233044,nm0758760,Oonu,actor
tt0233044,nm0800939,Sunstone Restorer,actor
tt0233044,nm0947380,Romana Denison,actress
tt0233044,nm0536551,Samantha,actress
tt0407384,nm0039162,Ged,actor
tt0407384,nm0471036,Tenar,actress
tt0407384,nm0000618,Thar,actress
tt0407384,nm0003067,Tygath,actor
tt0407384,nm0310240,Vetch,actor
tt0407384,nm0130810,Kossil,actress
tt0407384,nm0358922,Rosa,actress
tt0407384,nm0383926,Jasper,actor
tt0407384,nm0769154,Arch Magus,actor
tt0407384,nm0432228,Skiorch,actor
tt0208629,nm0000285,Justice Robert H. Jackson,actor
tt0208629,nm0004051,Reichsmarschall Hermann Göring,actor
tt0208629,nm0001626,Sir David Maxwell-Fyfe,actor
tt0208629,nm0005007,Elsie Douglas,actress
tt0208629,nm0382216,Ernst Kaltenbrunner,actor
tt0208629,nm0242750,Col. Robert Storey,actor
tt0208629,nm0570546,Col. John Harlan Amen,actor
tt0208629,nm0796125,Gen. Telford Taylor,actor
tt0208629,nm0558645,Thomas J. Dodd,actor
tt0208629,nm0460578,Albert Speer,actor
tt1227926,nm0000439,Billy (Dr. Horrible),actor
tt1227926,nm0277213,Captain Hammer,actor
tt1227926,nm1260407,Penny,actress
tt1227926,nm0374865,Moist,actor
tt1227926,nm1870313,Bad Horse Chorus #1,actor
tt1227926,nm1871590,Bad Horse Chorus #2,actor
tt1227926,nm0718216,Bad Horse Chorus #3,actor
tt1227926,nm0672436,Driver,actor
tt1227926,nm0663999,Mayor,actor
tt1227926,nm1315990,Groupie #1,actress
tt1117667,nm0001151,Ross Tanner,actor
tt1117667,nm1166528,Sam,actress
tt1117667,nm0117374,Colonel Amos,actor
tt1117667,nm0565569,General Carrington,actor
tt1117667,nm0205061,Jones,actress
tt1117667,nm0383425,Calvin Wax,actor
tt1117667,nm0040470,Wally Sheridan,actor
tt1117667,nm0099909,President Galbrain,actor
tt1117667,nm0319698,Kim Rowland,actress
tt1117667,nm0476906,Sally Sheridan,actress
tt1264363,nm0004895,John Serragoth,actor
tt1264363,nm0853573,Perfidia,actress
tt1264363,nm0000502,Tesselink,actor
tt1264363,nm0415066,Adric,actor
tt1264363,nm1617355,Ber-Lak,actor
tt1264363,nm0117206,Swope,actor
tt1264363,nm0316515,Dragon Eye,actor
tt1264363,nm0336797,Lord Splayven,actor
tt1264363,nm0396406,Malcolm,actor
tt1264363,nm1976541,Orion,actress
tt0080196,nm0483945,Franz Biberkopf,actor
tt0080196,nm0391485,Wirt,actor
tt0080196,nm0778016,Eva,actress
tt0080196,nm0118268,Gottfried Meck,actor
tt0080196,nm0591930,Frau Bast,actress
tt0080196,nm0296064,Herbert,actor
tt0080196,nm0424167,Reinhold Hoffmann,actor
tt0080196,nm0837784,Mieze,actress
tt0080196,nm0442316,Theo,actor
tt0080196,nm0221527,Pums,actor
tt0075572,nm0000996,Kunta Kinte,actor
tt0075572,nm0001658,Dr. William Reynolds,actor
tt0075572,nm0025309,Older Kunta Kinte,actor
tt0075572,nm0001283,Fiddler,actor
tt0075572,nm0313519,Mrs. Reynolds,actress
tt0075572,nm0170724,Mathilda,actress
tt0075572,nm0801672,Bell Reynolds,actress
tt0075572,nm0893965,Chicken George Moore,actor
tt0075572,nm0880081,Kizzy Reynolds,actress
tt0075572,nm0000978,Evan Brent,actor
tt0087400,nm0108032,Maria,actress
tt0087400,nm0917826,Eduard,actor
tt0087400,nm0905985,Glasisch,actor
tt0087400,nm0106606,Katharina,actress
tt0087400,nm0711102,Lucie,actress
tt0087400,nm0121241,Mathias,actor
tt0087400,nm0516482,Wiegand,actor
tt0087400,nm0582707,Pieritz,actor
tt0087400,nm0770221,Wilfried,actor
tt0087400,nm0773802,Marie-Goot,actress
tt1117666,nm0740383,Amanda Price,actress
tt1117666,nm1410360,Jane Bennet,actress
tt1117666,nm0005094,Mrs Bennet,actress
tt1117666,nm0095017,Mr Bennet,actor
tt1117666,nm0917347,Lydia Bennet,actress
tt1117666,nm2070427,Mr Bingley,actor
tt1117666,nm1259002,Mr Darcy,actor
tt1117666,nm1268047,Caroline Bingley,actress
tt1117666,nm0387524,Kitty Bennet,actress
tt1117666,nm2182161,Mary Bennet,actress
tt1260995,nm0001004,Detective Jack Crowe,actor
tt1260995,nm0005448,Imogene O'Neil,actress
tt1260995,nm0000502,Prof. Daniel Lehman,actor
tt1260995,nm0740264,Calvin Stark,actor
tt1260995,nm0005078,Sheriff Crowe,actor
tt1260995,nm0004517,Dr. Chetwyn,actor
tt1260995,nm0001368,Gen. Brasser,actor
tt1260995,nm1483657,Jenny Crowe,actress
tt1260995,nm0034492,Commander Murphy,actor
tt1260995,nm0183158,Chelsea Hapscomb,actress
tt1104746,nm0345018,Speaker,actor
tt1461312,nm0778741,Alice,actress
tt1461312,nm0498517,Hatter,actor
tt1461312,nm0001242,White Knight,actor
tt1461312,nm0000870,Queen of Hearts,actress
tt1461312,nm0934618,Jack Chase,actor
tt1461312,nm0000538,King of Hearts,actor
tt1461312,nm0000347,Dodo,actor
tt1461312,nm0001765,Caterpillar,actor
tt1461312,nm0916448,Carpenter,actor
tt1461312,nm0015865,10 of Clubs,actor
tt0085101,nm0000328,Ralph de Bricassart,actor
tt0085101,nm0001829,Meggie Cleary,actress
tt0085101,nm0001626,Archbishop Vittorio Contini-Verchese,actor
tt0085101,nm0000986,Luke O'Neill,actor
tt0085101,nm0191442,Bob Cleary,actor
tt0085101,nm0266995,Judy,actress
tt0085101,nm0179224,Pete,actor
tt0085101,nm0209496,Alastair MacQueen,actor
tt0085101,nm0001766,Mary Carson,actress
tt0085101,nm0001739,Fiona 'Fee' Cleary,actress
tt0495212,nm1209832,Seras Victoria,actress
tt0495212,nm0293342,Alucard,actor
tt0495212,nm0367846,Sir Integra Fairbrook Wingates Hellsing,actress
tt0495212,nm1079863,Walter C. Dornez,actor
tt0495212,nm0620124,Alucard,actor
tt0495212,nm1046347,Seras Victoria,actress
tt0495212,nm0757058,Sir Integra Fairbrook Wingates Hellsing,actress
tt0495212,nm0413556,The Major,actor
tt0495212,nm1072611,Enrico Maxwell,actor
tt0495212,nm0906696,Alexander Anderson,actor
tt0092571,nm0001227,Anne Shirley,actress
tt0092571,nm0223157,Marilla Cuthbert,actress
tt0092571,nm0510032,Miss Muriel Stacey,actress
tt0092571,nm0335643,Diana Barry,actress
tt0092571,nm0243024,Katherine Brooke,actress
tt0092571,nm0528367,Pauline Harris,actress
tt0092571,nm0032426,Emmeline Harris,actress
tt0092571,nm0389100,Jen Pringle,actress
tt0092571,nm0870721,Essie,actress
tt0092571,nm0705374,Mrs. Elizabeth Barry,actress
tt1329539,nm0000453,Storyteller,actor
tt1329539,nm2354239,Tofi,actor
tt1329539,nm0535837,Ordgar,actor
tt1329539,nm1043031,Leofric,actor
tt1329539,nm0125745,Snorri,actor
tt1329539,nm2460517,Ealfrith,actress
tt1329539,nm1555557,Judith,actress
tt1329539,nm2925627,Aelf,actress
tt1329539,nm1477058,Alfeid,actress
tt1329539,nm3946799,Edith,actress
tt1358383,nm0035700,Shylock,actor
tt1358383,nm0513201,Bassanio,actor
tt0081846,nm0361570,Johannes Kepler,actor
tt0081846,nm0153068,Young Champollion,actor
tt0081846,nm0153364,Betty Hill,actress
tt0081846,nm2684383,Tinget Indian,actress
tt0081846,nm0381934,Fourier,actor
tt0081846,nm12995614,Barney Hill,actor
tt0081846,nm4580639,Tinget Indian,actor
tt0081846,nm4580095,Jean-Francois Champollion,actor
tt0081846,nm4580476,Tinget Indian,actor
tt1438437,nm1408453,Chris Moore,actor
tt1438437,nm0002142,Guran,actress
tt1438437,nm2110814,Renny Davidson,actress
tt1438437,nm0545391,Abel Vandermaark,actor
tt1438437,nm0031679,Raatib Singh,actor
tt1438437,nm0494784,Detective Sgt. Sean Davidson,actor
tt1438437,nm3588633,Jordy Acevedo,actor
tt1438437,nm1716062,Jacquot,actor
tt1438437,nm0000618,Dr. Bella Lithia,actress
tt1438437,nm0808519,Dr. Deepak Baboor,actor
tt0115109,nm0676973,Whip Dalton,actor
tt0115109,nm0798076,Lt. Kathryn Marcus,actress
tt0115109,nm0001747,Schuyler Graves,actor
tt0115109,nm0349749,Dr. Herbert Talley,actor
tt0115109,nm0187811,Dana Dalton,actress
tt0115109,nm0532160,Mike Newcombe,actor
tt0115109,nm0036127,Osborne Manning,actor
tt0115109,nm0424458,Nell Newcombe,actress
tt0115109,nm0236952,Lucas Coven,actor
tt0115109,nm0058864,Christopher Lane,actor
tt0172202,nm0000755,Narrator,actor
tt1453159,nm0574534,Waleran Bigod,actor
tt1453159,nm0532193,Philip,actor
tt1453159,nm1519666,Jack,actor
tt1453159,nm2017943,Aliena,actress
tt1453159,nm0661703,Regan Hamleigh,actress
tt1453159,nm0944255,Ellen,actress
tt1453159,nm0851458,Remigius,actor
tt1453159,nm0682196,Cuthbert,actor
tt1453159,nm0061106,Percy Hamleigh,actor
tt1453159,nm0939619,King Henry I,actor
tt1321865,nm1183149,Ilich Ramírez Sánchez 'Carlos',actor
tt1321865,nm0770449,Johannes Weinrich,actor
tt1321865,nm1885176,Michel Moukharbel,actor
tt1321865,nm3936429,Feday chez Wadie Haddad,actor
tt1321865,nm2790797,Épouse Steff,actress
tt1321865,nm3927269,Épouse religieux syrien,actress
tt1321865,nm1708506,Feday Orly,actor
tt1321865,nm3907948,Wadie Haddad,actor
tt1321865,nm1287142,Kamal al-Issawi 'Ali',actor
tt1321865,nm0010207,Amie de Carlos,actress
tt0465326,nm0000545,Elizabeth I,actress
tt0465326,nm0429363,Robert Cecil,actor
tt0465326,nm0199215,Earl of Essex,actor
tt0465326,nm0538869,Sir Francis Walsingham,actor
tt0465326,nm0001519,Lord Burghley,actor
tt0465326,nm0757476,Dr Lopez,actor
tt0465326,nm0278615,Lady Anne,actress
tt0465326,nm0000460,Earl of Leicester,actor
tt0465326,nm0001971,King James VI,actor
tt0465326,nm0283409,Mary Queen of Scots,actress
tt1366312,nm0304801,Emma,actress
tt1366312,nm0002091,Mr. Woodhouse,actor
tt1366312,nm0001538,Mr. Knightley,actor
tt1366312,nm0562003,Anne Weston,actress
tt1366312,nm0061106,Mr. Weston,actor
tt1366312,nm3009279,Harriet Smith,actress
tt1366312,nm0728682,Mr. Elton,actor
tt1366312,nm0340067,Miss Bates,actress
tt1366312,nm0510370,Mrs. Bates,actress
tt1366312,nm0292744,John Knightley,actor
tt0078588,nm0447611,Newsreader,actor
tt0078588,nm0090124,Newsreader,actor
tt0078588,nm0934983,Henry V,actor
tt0078588,nm0122441,Man Carrying Barrel,actor
tt0078588,nm3393041,Saxon Child,actor
tt0199208,nm0043280,Judge,actor
tt0199208,nm0819841,Preacher,actor
tt0199208,nm0685173,William Buckland,actor
tt0199208,nm2807298,Witch,actress
tt0199208,nm0300237,Minister,actor
tt0199208,nm0540697,John Den,actor
tt0199208,nm0601379,Old Man,actor
tt0199208,nm2796584,Kirk Elder,actor
tt0199208,nm0263189,Will Falconer,actor
tt1492030,nm0000701,Mildred Pierce,actress
tt1492030,nm0001602,Monty Beragon,actor
tt1492030,nm0939697,Veda Pierce,actress
tt1492030,nm0639928,Bert Pierce,actor
tt1492030,nm0502425,Lucy Gessler,actress
tt1492030,nm0001457,Wally Burgan,actor
tt1492030,nm0001858,Ida Corwin,actress
tt1492030,nm1677477,Letty,actress
tt1492030,nm0349881,Mr. Pierce,actor
tt1492030,nm0434565,Mrs. Pierce,actress
tt0780362,nm2235721,Jane Eyre,actress
tt0780362,nm0827170,Rochester,actor
tt0780362,nm0038690,Mrs. Fairfax,actress
tt0780362,nm1264521,John Eshton,actor
tt0780362,nm0274913,Grace Poole,actress
tt0780362,nm0001216,Mrs. Reed,actress
tt0780362,nm0184913,Colonel Dent,actor
tt0780362,nm0329249,Sir George Lynn,actor
tt0780362,nm1502348,George,actor
tt0780362,nm1770860,Mason,actor
tt0112041,nm0001258,Captain Woodrow Call,actor
tt0112041,nm0000651,Lorena,actress
tt0112041,nm0001731,Pea Eye,actor
tt0112041,nm0000885,Judge Roy Bean,actor
tt0112041,nm0001642,John Wesley Hardin,actor
tt0112041,nm0836071,Famous Shoes,actor
tt0112041,nm0001747,Ned Brookshire,actor
tt0112041,nm0137506,Billy Williams,actor
tt0112041,nm0004850,Joey Garza,actor
tt0112041,nm0176723,Mox Mox,actor
tt0783328,nm0001872,Gus McCrae,actor
tt0783328,nm0581365,Jake Spoon,actor
tt0783328,nm0732803,Joshua Deets,actor
tt0783328,nm0836071,Buffalo Hump,actor
tt0783328,nm0063440,Blue Duck,actor
tt0783328,nm0714310,Gov. Elisha Marshall Pease,actor
tt0783328,nm0001491,Pearl Coleman,actress
tt0783328,nm0341737,Inez Scull,actress
tt0783328,nm1684869,Pea Eye Parker,actor
tt0783328,nm0585651,Famous Shoes,actor
tt0115238,nm0000719,Caleb Cobb,actor
tt0115238,nm0001018,Bigfoot Wallace,actor
tt0115238,nm0157540,Matilda Jane,actress
tt0115238,nm0001579,Captain Salazar,actor
tt0115238,nm0777760,Buffalo Hump,actor
tt0115238,nm0001765,Shadrach,actor
tt0115238,nm0000274,Augustus McCrae,actor
tt0115238,nm0571964,Long Bill Coleman,actor
tt0115238,nm0625789,Johnny Carthage,actor
tt0115238,nm0339159,Kirker,actor
tt1236371,nm0527735,Padre Diniz,actor
tt1236371,nm1120597,Ângela de Lima,actress
tt1236371,nm0673204,Alberto de Magalhães,actor
tt1236371,nm2394494,Pedro da Silva (adolescente),actor
tt1236371,nm3562242,Dona Antónia,actress
tt1236371,nm2417108,Eugénia,actress
tt1236371,nm0605706,Marquês de Montezelos,actor
tt1236371,nm3696607,Criado,actor
tt1236371,nm2128444,Condessa de Viso,actress
tt1236371,nm1202905,Elisa de Montfort,actress
tt0979263,nm0193231,Narrator,actor
tt0222581,nm0455797,Kertoja,actor
tt0222581,nm0514382,Rinteelän Aleksi,actor
tt0222581,nm0447486,Lääkäri,actress
tt0222581,nm0631741,Autoilija Toivo Kesseli,actor
tt0222581,nm0815250,Pankinjohtaja Joona Hukkanen,actor
tt0222581,nm0676028,Siljander,actor
tt0222581,nm1738304,Pankkineiti,actor
tt0222581,nm0874830,Kauppias Kake Kurkkumaa,actor
tt0222581,nm0815251,Mielikki Hukkanen,actress
tt0222581,nm0014273,Opettaja Touko Savukoski,actor
tt1718776,nm0475969,Molesch,actor
tt1718776,nm0559326,Johannes,actor
tt1718776,nm1955385,Ana,actress
tt1718776,nm0456249,Kreil,actor
tt1718776,nm0354198,Jo,actress
tt1718776,nm1898387,Dimitros Katalmas,actor
tt1718776,nm0450328,Jürgen,actor
tt1718776,nm3893379,Frank,actor
tt1718776,nm1632961,Vera,actress
tt1718776,nm0559052,Bruno,actor
tt1759871,nm1715025,Eno,actor
tt1759871,nm0685726,Myrsky,actor
tt1759871,nm0802629,Jussin äiti,actress
tt1759871,nm0036833,Isoäiti,actress
tt1759871,nm1268706,Jussin isä,actor
tt1759871,nm3544542,Jussin täti,actress
tt1759871,nm0683171,Suku,actor
tt1759871,nm3578583,Jussi,actor
tt1759871,nm4152662,Jussi,actor
tt1759871,nm2673544,Sari,actress
tt0231626,nm0068407,Dr. Vandermeer,actor
tt0231626,nm0121386,Destro,actor
tt0231626,nm0065159,Announcer,actor
tt0231626,nm0490383,Cobra Commander,actor
tt0231626,nm0911389,Scarlett,actress
tt0231626,nm0191520,Ramar,actor
tt0231626,nm0517456,Baroness,actress
tt0231626,nm0278142,Selena,actress
tt0231626,nm0827267,Gen. Flagg,actor
tt0231626,nm0919798,Timber,actor
tt0231626,nm0041413,Cover Girl,actress
tt0231626,nm0289710,Ace,actor
tt0231626,nm0427665,Doc,actor
tt0231626,nm0667326,Tripwire,actor
tt0231627,nm0919798,Torch,actor
tt0231627,nm0391063,Roadblock,actor
tt0231627,nm0068407,Duke,actor
tt0231627,nm0074185,Cutter,actor
tt0231627,nm0568056,Lady Jaye,actress
tt0231627,nm0490383,Cobra Commander,actor
tt0231627,nm0743719,Shipwreck,actor
tt0231627,nm0752900,Rock 'n Roll,actor
tt0231627,nm0711839,Flint,actor
tt0231627,nm0121386,Destro,actor
tt0231627,nm0065159,Narrator,actor
tt0231627,nm0004371,Col. Sharp,actor
tt0231627,nm0389134,Zartan,actor
tt0231627,nm0427665,Doc,actor
tt0231627,nm0432217,Honda Lou West,actress
tt1226036,nm0073088,Scoop,actor
tt1226036,nm0126325,Alley Viper,actor
tt1226036,nm0176724,Rock 'n Roll,actor
tt1226036,nm0003944,Gnawgahyde,actor
tt1226036,nm1268087,Zarana,actress
tt1226036,nm0420255,Stalker,actor
tt1226036,nm0005606,Destro,actor
tt1226036,nm0517456,Baroness,actress
tt1226036,nm0933232,Mutt,actor
tt1226036,nm0719052,Sgt. Slaughter,actor
tt0482857,nm0000380,Prentice Ritter,actor
tt0482857,nm0002006,Tom Harte,actor
tt0482857,nm0000627,Nola Johns,actress
tt0482857,nm0611889,Big Ears,actor
tt0482857,nm0005404,Big Rump Kate,actress
tt0482857,nm1290102,Sun Foy 'aka' #3,actress
tt0482857,nm0178376,Gilpin,actor
tt0482857,nm1197845,Ging Wa 'aka' #5,actress
tt0482857,nm2138746,Ye Fung 'aka' #4,actress
tt0482857,nm2144240,Ghee Moon 'aka' #1,actress
tt1541777,nm1795048,Jerry Masucci,actor
tt2033193,nm2023050,Harry Potter,actor
tt2033193,nm4013413,Ron Weasley,actor
tt2033193,nm4583863,Hermione Granger,actress
tt2033193,nm2311252,Draco Malfoy,actress
tt2033193,nm4583855,Lavender Brown,actress
tt2033193,nm4583819,Gregory Goyle,actor
tt2033193,nm4583827,Ravenclaw Student,actress
tt2033193,nm2326212,Ginny Weasley,actress
tt2033193,nm4583803,Severus Snape,actor
tt2033193,nm4583807,Cedric Diggory,actor
tt0098769,nm0001832,President Abraham Lincoln,actor
tt0098769,nm0364915,Mary Chestnut,actress
tt0098769,nm0001673,Ulysses S. Grant,actor
tt0098769,nm0000151,Frederick Douglass,actor
tt0098769,nm0736259,Joshua L. Chamberlain,actor
tt0098769,nm0445087,Walt Whitman,actor
tt0098769,nm2716065,Robert E. Lee,actor
tt0098769,nm0007186,William Tecumseh Sherman,actor
tt0098769,nm0613997,Pvt. Elijah Hunt Rhodes,actor
tt1212452,nm0000112,Mike Noonan,actor
tt1212452,nm0313534,Mattie Devore,actress
tt1212452,nm0001272,Jo Noonan,actress
tt1212452,nm0741242,Sara Tidwell,actress
tt1212452,nm0001242,Sid Noonan,actor
tt1212452,nm0000594,Marty,actor
tt1212452,nm2965079,Kyra Devore,actress
tt1212452,nm0534132,Bill Dean,actor
tt1212452,nm0769974,Max Devore,actor
tt1212452,nm0344010,Rogette Whitmore,actress
tt0337898,nm0080115,Sasha Belov,actor
tt0337898,nm1282927,Kosmos,actor
tt0337898,nm1285135,Viktor Pchyolkin (Pchyola),actor
tt0337898,nm1284690,Fil,actor
tt0337898,nm1285394,Olya,actress
tt0337898,nm0659521,Detective,actor
tt0337898,nm0854368,Sasha Belov's Mom,actress
tt0337898,nm0470385,Vvedensky,actor
tt0337898,nm1482612,Maks,actor
tt0337898,nm1115009,Toma,actress
tt1866426,nm1642004,Josmael,actor
tt1866426,nm1985495,Nyree,actress
tt1866426,nm1260407,Tallis,actress
tt1866426,nm1501374,Cairn,actor
tt1866426,nm0427964,Saarebas,actor
tt1866426,nm0931798,Burly Laborer,actor
tt1866426,nm2706388,Lune,actress
tt1866426,nm1352845,Tinker,actor
tt1866426,nm1469230,Innkeeper,actress
tt1866426,nm2125367,Fina,actress
tt0417349,nm0218923,Margaret Hale,actress
tt0417349,nm0035514,John Thornton,actor
tt0417349,nm0683116,Richard Hale,actor
tt0417349,nm0193661,Hannah Thornton,actress
tt0417349,nm0185354,Nicholas Higgins,actor
tt0417349,nm0704351,Dixon,actress
tt0417349,nm1126318,Fanny Thornton,actress
tt0417349,nm1888062,Mary Higgins,actress
tt0417349,nm0544334,Maria Hale,actress
tt0417349,nm1269412,Bessy Higgins,actress
tt1831575,nm0001833,Janet Leach,actress
tt1831575,nm0922035,Fred West,actor
tt1831575,nm0322563,Detective Superintendent John Bennett,actor
tt1831575,nm0494649,Detective Constable Hazel Savage,actress
tt1831575,nm0230826,Rosemary West,actress
tt1831575,nm1340424,Mike,actor
tt1831575,nm1717183,Detective Constable Darren Law,actor
tt1831575,nm0394531,Howard Ogden,actor
tt1831575,nm4271607,Mae West,actress
tt1831575,nm4574630,Stephen West,actor
tt0078683,nm0001236,Hester Prynne,actress
tt0078683,nm0001334,Arthur Dimmesdale,actor
tt0078683,nm0176723,Roger Chillingworth,actor
tt0078683,nm0813977,Nathaniel Hawthorne,actor
tt0078683,nm0552327,Mister Wilson,actor
tt0078683,nm0020897,Mistress Hibbins,actress
tt0078683,nm0270948,Town Beadle,actor
tt0078683,nm1036470,Pearl,actress
tt0078683,nm1028816,Goodie Salter,actress
tt0078683,nm1035023,Governor Bellingham,actor
tt2085059,nm2148911,Katie,actress
tt2085059,nm0230826,CS Linda Grace,actress
tt2085059,nm0487406,Dawson,actor
tt2085059,nm4789912,Selma Telse,actress
tt2085059,nm3948190,Airport Stewardess,actress
tt2085059,nm0666739,Cliff Stanfield,actor
tt2085059,nm4696728,Nida Huq,actress
tt2085059,nm0171674,Doctor Dmitri Babich,actor
tt2085059,nm1685971,Chris Holligan,actor
tt2085059,nm7379039,Older May Double,actress
tt0286285,nm0000110,Narrator,actor
tt0286285,nm0000330,Narrator (U.S.A Version),actress
tt0490048,nm0000110,Narrator,actor
tt0490048,nm0314652,Narrator US,actor
tt0107228,nm0386752,Iria,actress
tt0107228,nm0719609,Iria,actress
tt0107228,nm0849773,Child A,actress
tt0107228,nm1249880,Child B,actress
